1,6,2,6
1,8,2,8
2,5,6,5
2,5,8,8
2,6,5,6
2,6,6,7
2,6,7,6
2,6,7,7
3,8,0,8
3,8,1,8
5,1,1,2
5,1,1,8
5,6,2,6
5,8,1,7
5,8,1,8
6,1,1,2
6,2,6,7
6,8,1,8
7,1,1,2
7,1,1,4
7,5,1,5
8,1,1,5
8,3,1,7
8,5,1,5
8,5,1,6
8,6,1,5
8,6,1,6
8,7,2,5
9,1,6,7
9,2,2,6
9,5,1,6
9,6,1,5
9,6,1,6
9,6,1,7
9,7,1,6
9,7,1,7
